Revisão	B-Evento
do	O
Código	O
do	O
Trabalho	O
,	O
aprovado	O
pela	O
Lei	O
nº	O
7/2009	O
,	O
de	O
12	B-Data
de	I-Data
fevereiro	I-Data
,	O
torna-se	O
público	O
que	O
se	O
encontra	O
aberto	O
um	O
processo	O
de	O
recrutamento	O
e	O
seleção	O
,	O
com	O
vista	O
à	O
admissão	O
de	O
um	O
Assistente	O
Operacional	O
em	O
regime	O
de	O
contrato	O
de	O
trabalho	O
privado	O
a	O
termo	O
certo	O
,	O
para	O
o	O
Serviço	O
de	O
Manutenção	O
–	O
Área	O
de	O
Carpintaria	O
,	O
dos	O
Serviços	O
de	O
Ação	O
Social	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
(	O
SASUP	O
)	O
.	O
O	O
período	O
normal	O
de	O
trabalho	O
semanal	O
é	O
de	O
quarenta	O
horas.	O
A	O
remuneração	O
será	O
a	O
acertar	O
conforme	O
os	O
valores	O
aplicáveis	O
aos	O
Assistentes	O
Operacionais	O
e	O
constantes	O
da	O
Tabela	O
Remuneratória	O
do	O
Regulamento	O
de	O
Celebração	O
de	O
Contratos	O
de	O
Trabalho	O
de	O
Pessoal	O
não	O
Docente	O
e	O
não	O
Investigador	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
,	O
acrescida	O
do	O
subsídio	O
de	O
refeição.	O
1.	B-Data
Poderão	I-Data
candidatar-se	O
todos	O
os	O
indivíduos	O
maiores	O
,	O
possuidores	O
dos	O
seguintes	O
requisitos	O
mínimos	O
,	O
comprovados	O
documentalmente	O
:	O
a	O
)	O
Habilitações	O
literárias	O
-	O
11º	O
ano	O
de	O
escolaridade	O
ou	O
competências	O
profissionais	O
equivalentes	O
,	O
ou	O
escolaridade	O
mínima	O
obrigatória	O
,	O
acrescida	O
de	O
requisitos	O
específicos	O
para	O
a	O
função	O
;	O
b	O
)	O
Experiência	O
profissional	O
comprovada	O
em	O
funções	O
de	O
carpinteiro	O
;	O
c	O
)	O
Boa	O
capacidade	O
de	O
organização	O
e	O
de	O
trabalho	O
em	O
equipa	O
;	O
d	O
)	O
Disponibilidade	O
para	O
a	O
realização	O
de	O
horários	O
rotativos	O
e	O
para	O
a	O
realização	O
de	O
trabalho	O
extraordinário	O
;	O
e	O
)	O
Disponibilidade	O
imediata.	O
2.	O
Condições	O
de	O
preferência	O
:	O
a	O
)	O
Formação	O
profissional	O
na	O
área	O
de	O
carpinteiro	O
;	O
b	O
)	O
Conhecimento	O
da	O
língua	O
inglesa	O
;	O
c	O
)	O
Dinamismo	O
;	O
d	O
)	O
Sentido	O
de	O
responsabilidade	O
;	O
e	O
)	O
Apresentação	O
cuidada	O
3.	O
Funções	O
a	O
desempenhar	O
a	O
)	O
Efetuar	O
trabalhos	O
gerais	O
de	O
carpintaria	O
,	O
cortando	O
e	O
armando	O
,	O
instalando	O
e	O
reparando	O
peças	B-UnidadeOrganica
de	I-UnidadeOrganica
madeira	I-UnidadeOrganica
para	I-UnidadeOrganica
confecionar	I-UnidadeOrganica
conjuntos	I-UnidadeOrganica
ou	I-UnidadeOrganica
peças	O
de	O
edificações	O
,	O
obras	O
e	O
cenários	O
ou	O
efetuar	O
a	O
manutenção	O
das	O
mesmas	O
;	O
b	O
)	O
A	O
descrição	O
de	O
funções	O
referidas	O
no	O
número	O
anterior	O
,	O
não	O
prejudica	O
a	O
atribuição	O
ao	O
trabalhador	O
de	O
funções	O
que	O
lhe	O
sejam	O
afins	O
ou	O
funcionalmente	O
ligadas	O
,	O
para	O
as	O
quais	O
o	O
trabalhador	O
detenha	O
a	O
qualificação	O
profissional	O
adequada	O
e	O
não	O
impliquem	O
desvalorização	O
profissional.	O
4.	O
As	O
candidaturas	O
deverão	O
ser	O
enviadas	O
por	O
correio	O
para	O
a	O
Unidade	O
de	O
Planeamento	O
,	O
Contratação	O
e	O
Desenvolvimento	O
do	O
Serviço	O
de	O
Recursos	O
Humanos	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
,	O
sita	O
na	O
Praça	B-Localizacao
Gomes	I-Localizacao
Teixeira	I-Localizacao
,	I-Localizacao
4099-002	I-Localizacao
Porto	I-Localizacao
,	O
ou	O
entregues	O
pessoalmente	O
no	O
Serviço	O
de	O
Expediente	O
na	O
mesma	O
morada	O
,	O
até	O
ao	O
próximo	O
dia	O
03	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
,	O
com	O
indicação	O
do	O
processo	O
a	O
que	O
se	O
candidata	O
,	O
acompanhadas	O
da	O
seguinte	O
documentação	O
de	O
apresentação	O
obrigatória	O
:	O
a	O
)	O
Curriculum	O
vitae	O
,	O
com	O
indicação	O
expressa	O
da	O
morada	O
completa	O
;	O
b	O
)	O
Cópia	O
do	O
(	O
s	O
)	O
certificado	O
(	O
s	O
)	O
das	O
habilitações	O
exigidas	O
;	O
c	O
)	O
Documento	O
(	O
s	O
)	O
comprovativo	O
(	O
s	O
)	O
da	O
experiência	O
profissional	O
;	O
d	O
)	O
Quaisquer	O
documentos	O
que	O
os	O
candidatos	O
entendam	O
ser	O
relevantes	O
para	O
apreciação	O
do	O
seu	O
mérito.	O
5.	O
A	O
não	O
apresentação	O
de	O
todos	O
os	O
documentos	O
solicitados	O
,	O
implica	O
a	O
exclusão	O
do	O
processo	O
de	O
seleção.	O
6.	O
A	O
seleção	O
será	O
feita	O
por	O
avaliação	O
curricular	O
,	O
podendo	O
ser	O
complementada	O
por	O
entrevista	O
profissional	O
caso	O
a	O
comissão	O
de	O
seleção	O
de	O
candidaturas	O
entenda	O
necessário.	O
7.	O
Esta	O
iniciativa	O
tem	O
carácter	O
exploratório	O
e	O
não	O
gera	O
compromisso	O
algum	O
com	O
eventuais	O
interessados.	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
,	O
28	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
O	O
Diretor	O
dos	O
Serviços	O
de	O
Ação	O
Social	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
Drº	I-Organizacao
Manuel	B-Pessoa
Barros	I-Pessoa
Horários	I-Pessoa
do	O
2º	O
semestre	O
do	O
1º	O
Ciclo	O
de	O
Estudos	O
de	O
Direito	O
e	O
Criminologia	O
com	O
o	O
início	O
das	O
aulas	O
a	O
13	B-Data
de	I-Data
fevereiro	I-Data
Ano	O
letivo	O
2016	B-Data
/	O
2017	B-Data
Licenciatura	O
em	O
Direito	O
Horário	O
do	O
1º	O
ano	O
Horário	O
do	O
2º	O
ano	O
Horário	O
do	O
3º	O
ano	O
Horário	O
do	O
4º	O
ano	O
Licenciatura	O
em	O
Criminologia	O
Horário	O
do	O
1º	O
ano	O
Horário	O
do	O
2º	O
ano	O
Horário	O
do	O
3º	O
ano	O
Horário	O
do	O
4º	O
ano	O
Antecipação	O
da	O
Época	O
Especial	O
Calendário	O
de	O
Exames	O
Calendário	O
de	O
Exames	O
-	O
Antecipação	B-Organizacao
da	I-Organizacao
Época	I-Organizacao
Especial	I-Organizacao
ESTUDANTE	I-Organizacao
INTERNACIONAL	I-Organizacao
|	O
Seriação	B-Hora
Provisória	I-Hora
Lista	B-UnidadeOrganica
de	I-UnidadeOrganica
Estudantes	I-UnidadeOrganica
Colocados	I-UnidadeOrganica
|	I-UnidadeOrganica
Results	O
of	O
the	O
Accepted	B-Organizacao
candidates	I-Organizacao
Estudante	I-Organizacao
Internacional	I-Organizacao
2017/2018	I-Organizacao
Seriação	I-Organizacao
Provisória	I-Organizacao
–	O
1ª	O
Fase	O
Lista	O
dos	O
estudantes	O
colocados	O
_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________	O
International	B-Organizacao
Student	I-Organizacao
2017/2018	I-Organizacao
Provisional	I-Organizacao
Results	I-Organizacao
–	I-Organizacao
1st	I-Organizacao
Phase	I-Organizacao
Results	I-Organizacao
of	I-Organizacao
the	I-Organizacao
accepted	I-Organizacao
candidates	I-Organizacao
FEUP	B-UnidadeOrganica
|	O
Bolsa	O
de	O
Investigação	O
|	O
POCI_Bio_microalga	O
Candidaturas	O
entre	O
24-02-2017	B-Data
a	O
10-03-2017	B-Data
Encontra-se	O
aberto	O
concurso	O
para	O
a	O
atribuição	O
de	O
uma	O
Bolsa	O
de	O
Investigação	O
Mestre	O
no	O
âmbito	O
da	O
Unidade	O
de	O
Investigação	O
LEPABE	O
-	O
Laboratório	O
de	O
Engenharia	O
de	O
Processos	O
,	O
Ambiente	O
,	O
Biotecnologia	O
e	O
Energia	O
-	O
UID/EQU/00511	B-UnidadeOrganica
|	O
POCI-01-0145-FEDER-006939	B-Hora
-	O
financiada	O
pelo	O
Fundo	B-Organizacao
Europeu	I-Organizacao
de	I-Organizacao
Desenvolvimento	I-Organizacao
Regional	I-Organizacao
(	O
FEDER	B-Organizacao
)	O
,	O
através	O
do	O
COMPETE2020	B-Organizacao
–	O
Programa	O
Operacional	O
Competitividade	O
e	O
Internacionalização	O
(	O
POCI	O
)	O
e	O
pela	O
FCT	B-Organizacao
/	O
MCTES	B-Organizacao
através	O
de	O
fundos	O
nacionais	O
(	O
PIDDAC	B-Organizacao
)	O
Ver	O
:	O
Edital	O
Prova	O
de	O
Mestrado	B-Curso
em	I-Curso
Medicina	I-Curso
e	I-Curso
Oncologia	I-Curso
Molecular	I-Curso
|	O
Lic.ª	O
Bárbara	B-Pessoa
Filipa	I-Pessoa
Adem	I-Pessoa
Ribeiro	I-Pessoa
Dia	O
19	B-Data
de	I-Data
dezembro	I-Data
de	I-Data
2016	I-Data
|	O
11.30	B-Hora
horas	I-Hora
|	O
Sala	B-Localizacao
4	I-Localizacao
do	I-Localizacao
CIM	I-Localizacao
Dissertação	O
subordinada	O
ao	O
título	O
:	O
“GE11	B-Pessoa
positive	I-Pessoa
exosomes	O
as	O
a	O
potential	B-Organizacao
RNAI	I-Organizacao
delivery	I-Organizacao
system	I-Organizacao
in	I-Organizacao
clear	I-Organizacao
cel	I-Organizacao
renal	I-Organizacao
cell	I-Organizacao
carcinoma”	I-Organizacao
Presidente	I-Organizacao
do	O
Júri	O
:	O
Henrique	B-Pessoa
Manuel	I-Pessoa
Nunes	I-Pessoa
de	I-Pessoa
Almeida	I-Pessoa
-	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Medicina	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
Arguente	O
:	O
Maria	O
de	O
Fátima	B-Pessoa
Monginho	I-Pessoa
Baltazar	I-Pessoa
-	O
Universidade	B-Organizacao
do	I-Organizacao
Minho	I-Organizacao
Cartaz	O
da	O
Prova	O
INSCRIÇÕES	O
ABERTAS	O
|	O
Doenças	B-Hora
Imunomediadas	O
em	O
Idade	O
Pediátrica	O
Inscrições	O
até	O
6	B-Data
de	I-Data
março	I-Data
Inscrições	O
abertas	O
até	O
6	B-Data
de	I-Data
março	I-Data
através	O
do	O
email	O
:	O
reumaped2017	O
@	O
gmail.com	O
XX	O
Prémio	O
Syva	O
2017	B-Data
Para	O
a	O
melhor	O
tese	O
de	O
doutoramento	O
em	O
saúde	O
animal	O
|	O
até	O
18	B-Data
de	I-Data
fevereiro	I-Data
Os	I-Data
Laboratórios	I-Data
Syva	I-Data
S.A.U	I-Data
.	O
em	O
convénio	O
com	O
a	O
Universidade	B-Organizacao
de	I-Organizacao
León	I-Organizacao
e	O
com	O
o	O
fim	O
de	O
incentivar	O
a	O
formação	O
cientifica	O
dos	O
estudantes	O
universitários	O
no	O
âmbito	O
da	O
Saúde	B-Organizacao
Animal	I-Organizacao
,	O
tem	O
organizado	O
todos	O
os	O
anos	O
desde	O
1997	O
o	O
PRÉMIO	B-Organizacao
LABORATÓRIOS	I-Organizacao
SYVA	I-Organizacao
PARA	I-Organizacao
A	O
MELHOR	B-Organizacao
TESE	I-Organizacao
EM	I-Organizacao
SAÚDE	I-Organizacao
ANIMAL	I-Organizacao
,	O
atribuído	O
ao	O
melhor	O
trabalho	O
de	O
Tese	O
de	O
Doutoramento	O
realizada	O
sobre	O
qualquer	O
aspecto	O
da	O
Saúde	B-Organizacao
Animal	I-Organizacao
,	O
e	O
especificamente	O
projectado	O
sobre	O
Microbiologia	O
,	O
Imunologia	O
,	O
Doenças	B-Pessoa
Infecciosas	I-Pessoa
ou	O
Doenças	O
Parasitárias	O
dos	O
animais.	O
A	O
partir	O
da	O
sétima	O
edição	O
(	O
anos	O
de	O
2004	B-Data
)	O
,	O
o	O
âmbito	O
do	O
prémio	O
estendeu-se	O
a	O
Portugal	O
e	O
México	O
,	O
países	O
nos	O
quais	O
Laboratórios	O
SYVA	B-Pessoa
S.A.U	I-Pessoa
.	O
tem	O
empresas	O
filiais.	B-Organizacao
Trata-se	I-Organizacao
de	O
um	O
prémio	O
único	O
no	O
seu	O
género	O
,	O
tanto	O
pelo	O
seu	O
valor	O
pecuniário	O
,	O
como	O
pelo	O
prestigio	O
que	O
ganhou	O
graças	O
à	O
excelente	O
qualidade	O
das	O
teses	B-Hora
premiadas	O
nas	O
edições	O
anteriores	O
e	O
ao	O
excelente	O
nível	O
dos	O
componentes	O
do	O
júri.	O
Para	O
a	O
edição	O
de	O
2017	O
,	O
o	O
prazo	O
de	O
apresentação	O
da	O
documentação	B-UnidadeOrganica
começou	O
a	O
2	B-Data
de	I-Data
janeiro	I-Data
e	O
termina	O
a	O
18	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
,	O
podendo	O
concorrer	O
as	O
teses	O
de	O
doutoramento	O
defendidas	O
durante	O
o	O
ano	O
académico	O
2015	B-Data
-	O
2016	B-Data
.	O
A	O
tese	O
vencedora	O
será	O
anunciada	O
antes	O
de	O
6	B-Data
de	I-Data
abril	I-Data
de	I-Data
2017	I-Data
.	O
O	O
regulamento	O
e	O
informações	O
podem	O
ser	O
consultadas	O
aqui	O
:	O
http	O
:	O
//www.syva.es/noticias/convocado-el-premio-syva-2017-a-la-mejor-tesis-doctoral-en-sanidad-animal-dotado-con-15000-e/201	O
Provas	O
de	O
Doutoramento	O
de	O
JORGE	B-Pessoa
MANUEL	I-Pessoa
DA	I-Pessoa
COSTA	I-Pessoa
LOPES	I-Pessoa
Ciclo	I-Pessoa
de	O
estudos	O
conducente	O
ao	O
grau	O
de	O
doutor	O
em	O
ESTUDOS	B-Curso
LITERÁRIOS	I-Curso
,	I-Curso
CULTURAIS	I-Curso
E	I-Curso
INTERARTÍSTICOS	I-Curso
-	I-Curso
RAMO	I-Curso
DE	I-Curso
LITERATURA	I-Curso
E	I-Curso
CULTURA	I-Curso
Doutor	I-Curso
Carlos	B-Pessoa
Manuel	I-Pessoa
da	I-Pessoa
Rocha	I-Pessoa
Borges	I-Pessoa
de	I-Pessoa
Azevedo	I-Pessoa
,	O
Professor	O
Catedrático	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Estudos	I-UnidadeOrganica
Anglo-Americanos	I-UnidadeOrganica
Por	I-UnidadeOrganica
nomeação	I-UnidadeOrganica
reitoral	I-UnidadeOrganica
,	O
faz	O
saber	O
que	O
no	O
dia	O
24	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
se	O
realizou	O
a	O
reunião	O
do	O
júri	O
das	O
Provas	O
do	O
ciclo	O
de	O
estudos	O
conducente	O
ao	O
grau	O
de	O
doutor	O
em	O
Estudos	O
Literários	O
,	O
Culturais	O
e	O
Interartísticos	O
-	O
Ramo	B-UnidadeOrganica
de	I-UnidadeOrganica
Literatura	I-UnidadeOrganica
e	I-UnidadeOrganica
Cultura	O
,	O
requeridas	O
por	O
JORGE	B-Pessoa
MANUEL	I-Pessoa
DA	I-Pessoa
COSTA	I-Pessoa
LOPES	I-Pessoa
,	O
tendo	O
resolvido	O
marcar	O
os	O
atos	O
respeitantes	O
àquelas	O
provas	O
que	O
irão	O
ter	O
lugar	O
no	O
Anfiteatro	B-Localizacao
Nobre	I-Localizacao
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Letras	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
para	O
o	O
dia	O
a	O
seguir	O
indicado	O
:	O
Dia	O
07	B-Data
de	I-Data
março	I-Data
de	I-Data
2017	I-Data
pelas	O
10h30m	B-Hora
-	O
Apreciação	O
da	O
Tese	O
intitulada	O
:	O
``	O
As	O
vozes	O
do	O
silêncio	O
-	O
As	O
marginalia	O
de	O
Vergílio	B-Pessoa
Ferreira	I-Pessoa
nos	O
livros	O
de	O
Fernando	B-Pessoa
Pessoa	I-Pessoa
,	O
Clarice	B-Pessoa
Lispector	I-Pessoa
e	O
Eduardo	B-Pessoa
Lourenço	I-Pessoa
``	O
Serão	O
arguentes	O
as	O
Professoras	O
Doutoras	B-Pessoa
Isabel	I-Pessoa
Cristina	I-Pessoa
Saraiva	I-Pessoa
de	I-Pessoa
Assunção	I-Pessoa
Rodrigues	I-Pessoa
e	O
Fernanda	B-Pessoa
Irene	I-Pessoa
Ferreira	I-Pessoa
de	I-Pessoa
Araújo	I-Pessoa
Barros	I-Pessoa
Fonseca	I-Pessoa
.	O
Bolsa	O
de	O
Investigação	O
-	O
Licenciado	B-Data
/	O
EPHEPA	B-Data
Candidaturas	O
de	O
15	B-Data
a	O
22	B-Data
de	I-Data
dezembro	I-Data
de	I-Data
2016	I-Data
Encontra-se	O
aberto	O
concurso	O
para	O
atribuição	O
de	O
1	O
(	O
uma	O
)	O
Bolsa	O
de	O
Investigação	O
para	O
Licenciado	O
no	O
âmbito	O
do	O
projeto	O
European	O
Collaborative	O
Partnership	O
on	O
Sport	O
and	O
Health	O
Enhancing	O
Physical	B-Pessoa
Activity	I-Pessoa
–	O
EPHEPA	O
(	O
ERASMUS+	B-Organizacao
SPORT	I-Organizacao
556981-EPP-1-2014-1-UK-SPO-SCP	I-Organizacao
)	O
,	O
em	O
curso	O
no	O
Centro	B-Organizacao
de	I-Organizacao
Investigação	I-Organizacao
em	I-Organizacao
Atividade	I-Organizacao
Física	I-Organizacao
,	O
Saúde	O
e	O
Lazer	O
(	O
CIAFEL	B-Organizacao
)	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Desporto	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
(	O
FADEUP	B-UnidadeOrganica
)	O
,	O
financiado	O
pela	O
Comissão	B-Organizacao
Europeia	I-Organizacao
através	O
do	O
programa	O
ERASMUS+	O
e	O
pelo	O
CIAFEL	B-Organizacao
–	O
FADEUP	B-UnidadeOrganica
,	O
nas	O
seguintes	O
condições	O
:	O
Aviso	O
Seminário	O
Work-Integrated	O
Learning	O
:	O
Enable	B-Pessoa
Students	I-Pessoa
Pathways	I-Pessoa
to	I-Pessoa
Employment	O
18	B-Data
e	O
19	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
|	O
Reitoria	B-UnidadeOrganica
U.	I-UnidadeOrganica
Porto	I-UnidadeOrganica
Terá	O
lugar	O
nos	O
dias	O
18	B-Data
e	O
19	B-Data
de	I-Data
janeiro	I-Data
de	I-Data
2017	I-Data
,	O
na	O
Reitoria	B-UnidadeOrganica
da	I-UnidadeOrganica
U.	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
o	O
Seminário	O
``	O
Work-Integrated	O
Learning	O
:	O
Enable	B-Pessoa
Students	I-Pessoa
Pathways	I-Pessoa
to	I-Pessoa
Employment	I-Pessoa
``	I-Pessoa
.	O
Mais	O
informações	O
sobre	O
o	O
Seminário	O
podem	O
ser	O
consultadas	O
em	O
:	O
http	O
:	O
//www.hv.se/en/wace-iso/event	O
A	O
inscrição	O
deve	O
ser	O
efetuada	O
AQUI	O
PALEOILUSTRAÇÃO	O
|	O
Ilustrar	O
o	O
presente	O
para	O
compreender	O
o	O
passado	O
|	O
CMIA	O
15	B-Data
dezembro	I-Data
2016	I-Data
|	O
17h00	B-Hora
No	O
âmbito	O
da	O
Exposição	O
patente	O
no	O
CMIA	B-Localizacao
de	I-Localizacao
Matosinhos	I-Localizacao
,	O
``	O
Ilustrações	O
de	O
Vida	O
Aquática	B-Hora
-	O
rios	B-Hora
,	O
estuários	O
e	O
mares	O
''	O
,	O
será	O
proferida	O
uma	O
Palestra	O
no	O
dia	O
15	B-Data
de	I-Data
dezembro	I-Data
pelas	I-Data
17h	B-Hora
intitulada	O
``	O
PALEOILUSTRAÇÃO	O
-	O
Ilustrar	O
o	O
presente	O
para	O
compreender	O
o	O
passado	O
''	O
.	O
A	O
palestra	O
será	O
proferida	O
pelo	O
Mestre	O
Simão	B-Pessoa
Mateus	I-Pessoa
,	O
Mestre	O
em	O
Paleontologia	O
e	O
Curador	O
da	O
coleção	B-UnidadeOrganica
de	I-UnidadeOrganica
Paleontologia	I-UnidadeOrganica
do	I-UnidadeOrganica
Museu	O
de	O
História	O
Natural	O
e	O
da	O
Ciência	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
(	O
MHNC-UP	B-Organizacao
)	O
Entrada	O
livre	O
,	O
com	O
inscrição	O
obrigatória	O
até	O
ao	O
dia	O
14	B-Data
de	I-Data
dezembro	I-Data
,	O
através	O
do	O
e-mail	O
cmia	O
@	O
cm-matosinhos.pt	O
Consulte	O
o	O
folheto	O
da	O
palestra.	B-Organizacao
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
|	O
comunica	O
@	O
fc.up.pt	O
Imprensa	O
|	O
Projeto	O
CATCH-EyoU	O
em	O
destaque	O
recortes	O
de	O
imprensa	O
O	O
projeto	O
CATCH-EyoU	O
-	O
Constructing	B-Organizacao
AcTive	I-Organizacao
CitizensHip	I-Organizacao
with	I-Organizacao
European	I-Organizacao
Youth	I-Organizacao
,	O
cuja	O
equipa	O
portuguesa	O
pertence	O
ao	O
CIIE	B-Organizacao
-	O
Centro	B-UnidadeOrganica
de	I-UnidadeOrganica
Investigação	I-UnidadeOrganica
e	O
Intervenção	O
Educativas	O
em	O
destaque	O
na	O
imprensa.	O
O	O
que	O
influencia	O
a	O
perspetiva	O
dos	O
jovens	O
sobre	O
a	O
Europa	O
?	O
,	O
Notícias	O
ao	O
Minuto	O
,	O
18.01.2017	O
Investigadores	O
estudam	O
fatores	O
que	O
influenciam	O
perspetivas	O
dos	O
jovens	O
sobre	O
a	O
Europa	O
,	O
Sapo	B-Organizacao
Lifestyle	I-Organizacao
,	O
18.01.2017	B-Pessoa
Fatores	I-Pessoa
que	O
influenciam	O
as	O
perspetivas	O
dos	O
jovens	O
sobre	O
a	O
Europa	O
em	O
estudo	O
,	O
Dinheiro	B-Pessoa
Vivo	I-Pessoa
,	I-Pessoa
18.01.2017	B-Pessoa
Investigadores	I-Pessoa
estudam	I-Pessoa
fatores	O
que	O
influenciam	O
perspetivas	O
dos	O
jovens	O
sobre	O
a	O
Europa	O
,	O
JM	B-Organizacao
Madeira	I-Organizacao
,	O
18.01.2017	B-Pessoa
Alteração	I-Pessoa
da	O
inscrição	O
do	O
2º	O
semestre	O
Ano	O
letivo	O
de	O
2016	B-Data
/17	O
Informam-se	O
os	O
estudantes	O
inscritos	O
no	O
1º	O
,	O
2º	O
e	O
3º	O
ciclo	O
,	O
que	O
é	O
permitido	O
efetuar	O
mudança	O
de	O
unidades	O
curriculares	O
,	O
na	O
1ª	O
semana	O
de	O
aulas	O
do	O
2º	O
semestre	O
,	O
de	O
06	O
a	O
10	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
.	O
Para	O
mais	O
informação	O
consulte	O
o	O
portal	O
do	O
Serviço	O
de	O
Gestão	O
Académica	O
.	O
Serviço	O
de	O
gestão	O
académica	O
Telef	O
:	O
226077100	O
email	O
:	O
sga	O
@	O
letras.up.pt	O
Atendimento	O
:	O
Dias	O
:	O
segunda	O
a	O
sexta	O
Horário	O
:	O
10h00	B-Hora
às	O
16h00	B-Hora
Tolerância	O
de	O
Ponto	O
-	O
Carnaval	O
2017	O
28	B-Data
de	I-Data
Fevereiro	I-Data
de	I-Data
2017	I-Data
Em	O
virtude	O
da	O
tolerância	B-UnidadeOrganica
de	I-UnidadeOrganica
ponto	O
concedida	O
pelo	O
Governo	O
(	O
Despacho	O
n.º	O
1669/2017	O
)	O
e	O
por	O
despacho	O
do	O
Senhor	O
Reitor	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
(	O
N.	B-Organizacao
GR.01/02/2017	I-Organizacao
)	I-Organizacao
,	O
a	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Arquitectura	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
(	O
FAUP	B-UnidadeOrganica
)	O
vai	O
estar	O
encerrada	O
no	O
dia	O
28	B-Data
de	I-Data
Fevereiro	I-Data
de	I-Data
2017	I-Data
,	O
sendo	O
o	O
acesso	O
,	O
neste	O
dia	O
,	O
feito	O
em	O
regime	O
equivalente	O
ao	O
estabelecido	O
para	O
os	O
domingos	O
e	O
feriados.	O
Projeto	O
AgriSensus	O
Arranca	B-Curso
em	I-Curso
abril	I-Curso
de	B-Data
2017	I-Data
O	O
Projeto	O
AgriSensus	O
conta	O
com	O
a	O
colaboração	O
dos	O
seguintes	O
parceiros	O
:	O
a	O
Faculdade	O
de	O
Ciências	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
(	O
Portugal	B-Organizacao
)	O
,	O
o	O
INESC	B-Organizacao
TEC	I-Organizacao
,	O
a	O
Wageningen	B-Organizacao
University	I-Organizacao
&	I-Organizacao
amp	I-Organizacao
;	O
Research	O
(	O
Holanda	B-Organizacao
)	O
,	O
o	O
Turkish	B-Organizacao
Water	I-Organizacao
Institute	I-Organizacao
(	I-Organizacao
Turquia	I-Organizacao
)	O
,	O
a	O
EGE	B-Organizacao
University	I-Organizacao
e	I-Organizacao
EGE	I-Organizacao
Life	I-Organizacao
Sciences	I-Organizacao
(	I-Organizacao
Turquia	I-Organizacao
)	O
,	O
o	O
Riegos	O
y	O
Tecnología	O
(	O
Espanha	B-Localizacao
)	O
e	O
o	O
Swedish	B-Organizacao
Institute	I-Organizacao
of	I-Organizacao
Agricultural	I-Organizacao
and	I-Organizacao
Environmental	I-Organizacao
Engineering	I-Organizacao
(	O
Suécia	B-Organizacao
)	I-Organizacao
.	O
Este	O
projeto	O
tem	O
como	O
principais	O
desafios	O
aumentar	O
a	O
eficiência	O
e	O
resiliência	O
do	O
uso	O
de	O
água	O
em	O
agricultura	O
,	O
e	O
monitorizar	O
o	O
solo	O
e	O
a	O
água	O
com	O
vista	O
à	O
redução	O
da	O
poluição.	B-Organizacao
Durante	O
36	O
meses	O
,	O
a	O
equipa	O
do	O
AgriSensus	O
conta	O
com	O
cerca	O
de	O
um	O
milhão	O
de	O
euros	O
para	O
desenvolver	O
sensores	O
óticos	O
destinados	O
a	O
equipamentos	O
de	O
fertirrigação	O
,	O
com	O
controlo	O
automático	O
do	O
caudal	B-UnidadeOrganica
de	I-UnidadeOrganica
água	I-UnidadeOrganica
e	O
aplicação	O
otimizada	O
de	O
fertilizantes.	B-Pessoa
Adicionalmente	I-Pessoa
,	O
pretende	O
produzir	O
biosensores	O
de	O
baixo	O
custo	O
para	O
identificar	O
produtos	O
químicos	B-Organizacao
comumente	O
utilizados	O
para	O
proteção	O
das	O
culturas.	O
As	O
tecnologias	O
desenvolvidas	O
serão	O
depois	O
avaliadas	O
em	O
instalações	O
e	O
laboratórios	O
