-X- -X- -X-
Oliveira PESSOA PESSOA
Salazar PESSOA PESSOA
? O O
Quem O O
compôs O O
a O O
canção O O
'' O O
Grândola OBRA ACONTECIMENTO
, OBRA O
Vila OBRA OBRA
Morena OBRA OBRA
'' O O
? O O
Onde O O
foi O O
fabricado O O
Bender COISA PESSOA
Bending COISA PESSOA
Rodriguez COISA PESSOA
? O O
Quem O O
é O O
Philip PESSOA PESSOA
J. PESSOA PESSOA
Fry PESSOA PESSOA
? O O
Quem O O
foi O O
Hermann PESSOA PESSOA
Emil PESSOA PESSOA
Fischer PESSOA PESSOA
? O O
Quem O O
prémio O O
é O O
que O O
ele O O
recebeu O O
em TEMPO TEMPO
1902 TEMPO TEMPO
? O O
Quem O O
recebeu O O
o O O
Prémio OUTRO PESSOA
Nobel OUTRO PESSOA
da OUTRO PESSOA
Literatura OUTRO PESSOA
nesse TEMPO TEMPO
ano TEMPO TEMPO
? O TEMPO
Quem O O
era O O
Bertha PESSOA PESSOA
von PESSOA O
Suttner PESSOA PESSOA
? O O
Quem O O
foi O O
Marco PESSOA PESSOA
Pantani PESSOA PESSOA
? O O
Qual O O
era O O
a O O
sua O O
alcunha O O
? O O
Quem O O
foi O O
Juan PESSOA PESSOA
Manuel PESSOA PESSOA
Fangio PESSOA PESSOA
? O O
O O O
que O O
é O O
a O O
obsidiana O O
? O O
O O O
que O O
é O O
uma O O
`` O O
macana O O
'' O O
? O O
O O O
que O O
é O O
um O O
buraco O O
negro O O
? O O
O O O
que O O
é O O
a O O
realidade O O
virtual O O
? O O
O O O
que O O
é O O
o O O
pasodoble O O
? O O
O O O
que O O
é O O
a O O
tarantela O O
? O O
O O O
que O O
á O O
a O O
Arca O OBRA
de O OBRA
Noé O OBRA
? O OBRA
O O O
que O O
é O O
um O O
tacógrafo O O
? O O
O O O
que O O
é O O
um O O
odómetro O O
? O O
O O O
que O O
é O O
um O O
kinnor O O
? O O
O O O
que O O
é O O
o O O
INTASAT ORGANIZACAO O
O O O
que O O
é O O
que O O
era O O
o O O
Rainbow COISA PESSOA
Warrior COISA PESSOA
? O O
Quem O O
é O O
que O O
o O O
afundou O O
em TEMPO TEMPO
1985 TEMPO TEMPO
? O O
Para O O
que O O
serve O O
um O O
draga-minas O O
? O O
O O O
que O O
é O O
a O O
INTELSAT ORGANIZACAO O
? O O
O O O
que O O
é O O
uma O O
Organização ABSTRACCAO OBRA
Não-Governamental ABSTRACCAO OBRA
? O OBRA
O O O
que O O
era O O
a O O
Gestapo ORGANIZACAO PESSOA
? O O
Quantos O O
membros O O
tinha O O
durante O O
a O O
Segunda ACONTECIMENTO ACONTECIMENTO
Grande ACONTECIMENTO ACONTECIMENTO
Guerra ACONTECIMENTO ACONTECIMENTO
? O ACONTECIMENTO
O O O
que O O
é O O
a O O
Organização ORGANIZACAO PESSOA
Internacional ORGANIZACAO PESSOA
da ORGANIZACAO PESSOA
Normalização ORGANIZACAO PESSOA
? O O
O O O
que O O
era O O
a O O
Mão ABSTRACCAO PESSOA
Negra ABSTRACCAO PESSOA
? O O
Qual O O
a O O
função O O
da O O
Organização ORGANIZACAO ACONTECIMENTO
Meteorológica ORGANIZACAO ACONTECIMENTO
Mundial ORGANIZACAO ACONTECIMENTO
? O O
Qual O O
é O O
a O O
responsabilidade O O
da O O
ONUDI ORGANIZACAO O
? O O
A O O
que O O
se O O
dedica O O
a O O
Industrial ORGANIZACAO ABSTRACCAO
Light ORGANIZACAO ABSTRACCAO
and ORGANIZACAO ABSTRACCAO
Magic ORGANIZACAO ABSTRACCAO
? O O
Em O O
que O O
país O O
fica O O
Çatal LOCAL PESSOA
Hüyük LOCAL PESSOA
? O O
Em O O
que O O
mar O O
desagua O O
o O O
rio O O
Orentes LOCAL LOCAL
? O O
Em O O
que O O
país O O
fica O O
a O O
Muralha LOCAL PESSOA
de LOCAL PESSOA
Adriano LOCAL PESSOA
? O O
Onde O O
é O O
que O O
trabalha O O
o O O
Homer PESSOA PESSOA
Simpson PESSOA PESSOA
? O O
Em O O
que O O
país O O
fica O O
Minas LOCAL PESSOA
Gerais LOCAL PESSOA
? O O
De O O
onde O O
é O O
típica O O
a O O
ensaimada O O
? O O
Em O O
que O O
cidade O O
nasceu O O
Natalie PESSOA PESSOA
Hershlag PESSOA PESSOA
? O O
Quem O O
é O O
o O O
prefeito O O
dessa O O
cidade O O
? O O
Quem O O
desenhou O O
o O O
processador O O
Zilog COISA O
Z80 COISA O
? O O
De O O
quantos O O
bits O O
era O O
este O O
processador O O
? O O
Como O O
se O O
chamam O O
os O O
pais O O
de O O
Luke PESSOA PESSOA
Skywalker PESSOA PESSOA
? O O
Que O O
paises O O
entraram O O
na O O
União ORGANIZACAO ORGANIZACAO
Europeia ORGANIZACAO ORGANIZACAO
a TEMPO TEMPO
1 TEMPO TEMPO
de TEMPO TEMPO
Janeiro TEMPO TEMPO
de TEMPO TEMPO
1995 TEMPO TEMPO
? O O
Quem O O
é O O
a O O
rainha PESSOA O
da PESSOA O
Austrália PESSOA LOCAL
? O O
Quem O O
era O O
o O O
papa O O
quando O O
se O O
realizou O O
o O O
Concílio ACONTECIMENTO ABSTRACCAO
de ACONTECIMENTO ABSTRACCAO
Clermont ACONTECIMENTO ABSTRACCAO
? O O
Que O O
actor O O
faz O O
de O O
Chewbacca PESSOA LOCAL
? O O
Como O O
se O O
chama O O
o O O
deus O O
grego O O
da O O
Medicina ABSTRACCAO LOCAL
? O O
Quem O O
foi O O
o O O
realizador O O
de O O
Nosferatu OBRA LOCAL
? O O
E O O
quem O O
era O O
o O O
actor O O
principal O O
? O O
Quem O O
é O O
o O O
secretário-geral O O
da O O
UGT ORGANIZACAO ORGANIZACAO
? O O
Quando O O
é O O
que O O
foi O O
o O O
atentado O O
terrorista O O
contra O O
a O O
AMIA ORGANIZACAO ORGANIZACAO
? O O
Quantas O O
pessoas O O
morreram O O
nesse O O
ataque O O
? O O
Quando O O
é O O
que O O
morreu O O
Federica PESSOA PESSOA
Montseny PESSOA PESSOA
? O O
Em O TEMPO
que O TEMPO
dia O TEMPO
se O O
realizou O O
o O O
assalto O O
ao O O
rancho O O
do O O
davidianos O O
em O O
Waco LOCAL LOCAL
? O O
Em O TEMPO
que O TEMPO
ano O TEMPO
é O O
que O O
o O O
Real PESSOA PESSOA
Zaragoza PESSOA PESSOA
ganhou O O
a O O
Taça ACONTECIMENTO ACONTECIMENTO
das ACONTECIMENTO ACONTECIMENTO
Taças ACONTECIMENTO ACONTECIMENTO
? O ACONTECIMENTO
Em O TEMPO
que O TEMPO
ano O TEMPO
foi O O
inaugurado O O
o O O
AVE COISA LOCAL
Madrid-Sevilha COISA LOCAL
? O O
Em O O
que O O
data O O
é O O
que O O
o O O
Corte ORGANIZACAO OBRA
Inglês ORGANIZACAO OBRA
comprou O O
as O O
Galerias ORGANIZACAO LOCAL
Preciados ORGANIZACAO LOCAL
? O O
Em O TEMPO
que O TEMPO
dia O TEMPO
foi O O
assassinado O O
Rajiv PESSOA PESSOA
Gandhi PESSOA PESSOA
? O O
Que O O
quatro O O
deuses O O
podem O O
ser O O
representados O O
num O O
vaso O O
canopo O O
? O O
Quem O O
produz O O
o O O
Windows COISA PESSOA
95 COISA O
? O O
Steve PESSOA PESSOA
Jobs PESSOA PESSOA
é O O
o O O
presidente O O
de O O
que O O
empresa O O
? O O
Como O O
se O O
chamava O O
o O O
serviço O O
secreto O O
da O O
RDA LOCAL COISA
? O O
David PESSOA PESSOA
Stern PESSOA PESSOA
é O O
o O O
comissário O O
de O O
que O O
organização O O
? O O
Que O O
rádio O O
emite O O
o O O
programa O O
de O O
Howard PESSOA PESSOA
Stern PESSOA PESSOA
? O O
Que O O
escola O O
foi O O
fundada O O
por O O
Walter PESSOA PESSOA
Groupis PESSOA PESSOA
? O O
A O O
que O O
ordem O O
pertencia O O
São PESSOA PESSOA
Tomás PESSOA PESSOA
de PESSOA PESSOA
Aquino PESSOA PESSOA
? O O
Que O O
ordem O O
foi O O
fundada O O
por O O
São PESSOA PESSOA
Francisco PESSOA PESSOA
de PESSOA PESSOA
Assis PESSOA PESSOA
? O O
Que O O
exército O O
era O O
comandado O O
por O O
Rommel PESSOA PESSOA
? O O
O O O
Bibendum COISA ORGANIZACAO
é O O
a O O
mascote O O
de O O
que O O
empresa O O
? O O
Como O O
se O O
chamava O O
o O O
barco O O
de O O
Costeau PESSOA PESSOA
? O O
Que O O
tipo O O
de O O
leite O O
se O O
usa O O
para O O
fazer O O
mozzarella O O
? O O
Como O O
se O O
chamava O O
a O O
espada O O
do O O
Rei PESSOA PESSOA
Artur PESSOA PESSOA
? O O
As O O
bolotas O O
são O O
o O O
fruto O O
de O O
que O O
árvore O O
? O O
De O O
que O O
planta O O
se O O
obtêm O O
a O O
juncinha O O
? O O
De O O
que O O
material O O
é O O
feito O O
um O O
Moai COISA PESSOA
? O O
Que O O
come O O
um O O
quebra-ossos O O
? O O
Como O O
se O O
chamava O O
a O O
bomba O O
atómica O O
largada O O
em O O
Nagasaqui LOCAL LOCAL
? O O
Qual O O
foi O O
o O O
primeiro O O
libro O O
impresso O O
por O O
Gutenberg PESSOA PESSOA
? O O
Que O O
forma O O
tem O O
a O O
entrada O O
do O O
Museu LOCAL LOCAL
do LOCAL LOCAL
Louvre LOCAL LOCAL
? O O
Que O O
animais O O
puxam O O
o O O
carro O O
de O O
Cíbele PESSOA LOCAL
? O O
O O O
que O O
é O O
que O O
mede O O
a O O
escala COISA O
de COISA O
Mohs COISA PESSOA
? O O
Que O O
licor O O
se O O
faz O O
com O O
abrunheiro O O
? O O
Em O O
que O O
museu O O
estão O O
`` O O
As OBRA O
Meninas OBRA OBRA
'' O O
de O O
Velasques PESSOA LOCAL
? O O
Que O O
escândalo O O
provocou O O
a O O
demissão O O
de O O
Nixon PESSOA LOCAL
? O O
Que O O
fabrica O O
a O O
Leica ORGANIZACAO LOCAL
? O O
Que O O
lado O O
de O O
um O O
barco O O
é O O
bombordo O O
? O O
Como O O
se O O
chamam O O
as O O
bolas O O
usadas O O
no O O
Quidditch ABSTRACCAO LOCAL
? O O
Quantas O O
pessoas O O
morreram O O
no O O
afundamento O O
do O O
USS COISA LOCAL
Maine COISA LOCAL
? O O
Quantos O O
atletas O O
participaram O O
nos O O
Jogos ACONTECIMENTO LOCAL
Olímpicos ACONTECIMENTO LOCAL
de O LOCAL
Barcelona LOCAL LOCAL
? O O
Quantos O O
habitantes O O
tem O O
a O O
Lituânia LOCAL LOCAL
? O O
Quantos O O
lugares O O
o O O
parlamento O O
da O O
Islândia LOCAL LOCAL
? O O
Quantos O TEMPO
anos O TEMPO
durarão O TEMPO
as O O
reservas O O
mundiais O O
de O O
petróleo O O
? O O
Quantas O TEMPO
vezes O TEMPO
é O O
que O O
Alain PESSOA PESSOA
Prost PESSOA PESSOA
foi O O
campeão O O
do O O
Mundo LOCAL LOCAL
? O O
Quantos O O
cavalos O O
tem O O
as O O
turbinas O O
do O O
USS COISA LOCAL
Nimitz COISA LOCAL
? O O
Quantos O O
golos O O
se O O
marcaram O O
ao O O
todo O O
no O O
Mundial ACONTECIMENTO ACONTECIMENTO
de O TEMPO
1982 TEMPO TEMPO
? O O
Quantas O O
caves O O
tem O O
a O O
Torre COISA PESSOA
Picasso COISA PESSOA
? O O
Quantos O O
prémios O O
Goya OUTRO O
ganhou O O
'' O O
Torrente OBRA OBRA
: OBRA OBRA
El OBRA OBRA
brazo OBRA OBRA
tonto OBRA OBRA
de OBRA OBRA
la OBRA OBRA
ley OBRA OBRA
'' O O
? O O
Que O O
idade O O
tem O O
o O O
Sol COISA COISA
? O O
Qual O O
a O O
duração O O
do O O
filme O O
`` O O
A OBRA OBRA
Nona OBRA OBRA
Porta OBRA OBRA
'' O O
? O O
Com O O
que O O
idade O O
morreu O O
Alfred PESSOA PESSOA
Hitchcock PESSOA PESSOA
? O O
Qual O O
a O O
envergadura O O
do O O
Airbus COISA LOCAL
380 COISA O
? O O
Quantos O O
passageiros O O
transportou O O
no TEMPO TEMPO
dia TEMPO TEMPO
4 TEMPO TEMPO
de TEMPO TEMPO
Setembro TEMPO TEMPO
de TEMPO TEMPO
2006 TEMPO TEMPO
? O O
Quanto O O
custa O O
cada O O
unidade O O
? O O
Qual O O
a O O
capacidade O O
de O O
carga O O
do O O
Antonov COISA LOCAL
An-124 COISA O
? O O
Quais O O
são O O
os O O
membros O O
fundadores O O
da O O
Star ORGANIZACAO LOCAL
Alliance ORGANIZACAO LOCAL
? O O
Em O O
que O O
país O O
se O O
fala O O
náhuatl O O
? O O
Quantas O O
curvas O O
tem O O
o O O
Circuito LOCAL LOCAL
do O LOCAL
Mónaco LOCAL LOCAL
? O O
Quem O O
foi O O
a O O
primeira O O
mulher O O
a O O
viajar O O
no O O
espaço O O
? O O
Quem O O
realizou O O
`` O O
O OBRA OBRA
Dia OBRA OBRA
da OBRA OBRA
Besta OBRA OBRA
'' O O
? O O
Quem O O
inaugurou O O
o O O
Templo OBRA LOCAL
de OBRA LOCAL
Debod OBRA LOCAL
em O O
Madrid LOCAL LOCAL
? O O
Em O TEMPO
que O TEMPO
ano O TEMPO
é O O
que O O
Torquemada PESSOA PESSOA
foi O O
nomeado O O
Inquisidor PESSOA PESSOA
Geral PESSOA PESSOA
? O O
Em O TEMPO
que O TEMPO
ano O TEMPO
foi O O
publicada O O
a O O
Gramática OBRA ACONTECIMENTO
de O ACONTECIMENTO
Nebrija PESSOA ACONTECIMENTO
? O O
Onde O O
é O O
que O O
Rachel PESSOA PESSOA
Weisz PESSOA PESSOA
estudou O O
literatura O O
? O O
Em O O
que O O
cidade O O
fica O O
a O O
Sagrada OBRA ABSTRACCAO
Família OBRA ABSTRACCAO
de O ABSTRACCAO
Gaudí PESSOA ABSTRACCAO
? O O
Qual O O
a O O
altura O O
do O O
Vesúvio COISA LOCAL
? O O
A O O
quantos O O
quilómetros O O
de O O
Huesca LOCAL LOCAL
fica O O
o O O
Castelo LOCAL PESSOA
de O PESSOA
Loarre LOCAL PESSOA
? O O
Qual O O
a O O
massa O O
molécular O O
do O O
metanol O O
? O O
Qual O O
a O O
altura O O
da O O
Pirámede OBRA LOCAL
do OBRA LOCAL
Sol OBRA LOCAL
de O LOCAL
Teotihuacan LOCAL LOCAL
? O O
Quantos O O
saltos O O
formam O O
as O O
Cataratas LOCAL PESSOA
do LOCAL O
Iguaçú LOCAL LOCAL
? O O
Quantos O O
degraus O O
tem O O
a O O
Torre LOCAL PESSOA
de O PESSOA
Pisa LOCAL PESSOA
? O O
Quais O O
são O O
os O O
ingredientes O O
da O O
sangria O O
? O O
Quem O O
é O O
responsável O O
pela O O
segurança O O
da O O
Cidade LOCAL ORGANIZACAO
do LOCAL O
Vaticano LOCAL LOCAL
? O O
Quem O O
atribui O O
a O O
Medalha OUTRO PESSOA
Fields OUTRO PESSOA
? O O
Para O O
quem O O
trabalha O O
Jack PESSOA PESSOA
Bauer PESSOA PESSOA
? O O
O O O
que O O
é O O
que O O
foi O O
usado O O
como O O
desfolhante O O
na O O
Guerra ACONTECIMENTO LOCAL
do ACONTECIMENTO LOCAL
Vietname ACONTECIMENTO LOCAL
? O O
Qual O O
foi O O
o O O
nome O O
de O O
código O O
do O O
Desembarque ACONTECIMENTO LOCAL
da ACONTECIMENTO LOCAL
Normândia ACONTECIMENTO LOCAL
? O O
De O O
que O O
fungo O O
se O O
obtêm O O
a O O
penicilina O O
? O O
De O O
que O O
molusco O O
é O O
que O O
os O O
fenícios O O
extraíam O O
a O O
tinta O O
púrpura O O
? O O
O O O
que O O
é O O
que O O
Manuel PESSOA PESSOA
Campello PESSOA PESSOA
Esclápez PESSOA PESSOA
descobriu O O
? O O
De O O
que O O
é O O
que O O
Jasão PESSOA PESSOA
e O O
os O O
Argonautas PESSOA PESSOA
andavam O O
à O O
procura O O
? O O
Quem O O
era O O
presidente PESSOA O
dos PESSOA O
Estados PESSOA PESSOA
Unidos PESSOA PESSOA
durante O O
o O O
ataque O O
a O O
Pearl LOCAL PESSOA
Harbour LOCAL PESSOA
? O O
O O O
que O O
é O O
que O O
a O O
Norsk ORGANIZACAO PESSOA
Hydro ORGANIZACAO PESSOA
produzia O O
durante O O
a O O
Segunda ACONTECIMENTO ACONTECIMENTO
Guerra ACONTECIMENTO ACONTECIMENTO
Mundial ACONTECIMENTO ACONTECIMENTO
? O O
Qual O O
o O O
tíulo O O
da O O
obra O O
que O O
ganhou O O
o O O
Prémio OUTRO PESSOA
Nadal OUTRO PESSOA
em TEMPO TEMPO
1994 TEMPO TEMPO
? O O
Quantos O O
reservistas O O
tinha O O
a O O
Haganah ORGANIZACAO LOCAL
em TEMPO TEMPO
1936 TEMPO TEMPO
? O O
Que O O
idade O O
tinha O O
Miguel PESSOA PESSOA
Induraín PESSOA PESSOA
durante O O
a O O
Volta ACONTECIMENTO ACONTECIMENTO
a ACONTECIMENTO ACONTECIMENTO
Espanha ACONTECIMENTO ACONTECIMENTO
de TEMPO ACONTECIMENTO
1985 TEMPO ACONTECIMENTO
? O O
Em O O
que O O
ano O O
é O O
que O O
ele O O
ganhou O O
a O O
Volta ACONTECIMENTO LOCAL
à ACONTECIMENTO LOCAL
Espanha ACONTECIMENTO LOCAL
? O O
Quantas O O
etapas O O
da O O
Volta ACONTECIMENTO LOCAL
à ACONTECIMENTO LOCAL
França ACONTECIMENTO LOCAL
do ACONTECIMENTO LOCAL
Futuro ACONTECIMENTO LOCAL
de TEMPO TEMPO
1986 TEMPO TEMPO
é O O
que O O
ele O O
ganhou O O
? O O
Que O O
prémio O O
é O O
que O O
ele O O
recebeu O O
em TEMPO TEMPO
1992 TEMPO TEMPO
? O O
Que O O
actores O O
são O O
os O O
protagonistas O O
de O O
`` O O
O OBRA O
Bom OBRA O
, OBRA O
o OBRA O
Mau OBRA LOCAL
e OBRA O
o OBRA O
Vilão OBRA PESSOA
'' O O
? O O
Quantas O O
pessoas O O
morreram O O
na O O
Europa LOCAL LOCAL
durante O O
a O O
epidemia O O
de O O
peste O O
do TEMPO O
século TEMPO O
XIV TEMPO O
? O O
Em O O
que O O
país O O
teve O O
origem O O
a O O
epidemia O O
de O O
gripe O O
de TEMPO TEMPO
1918 TEMPO TEMPO
? O O
Como O O
se O O
chamavam O O
os O O
Reis PESSOA PESSOA
Católicos PESSOA PESSOA
? O O
Como O O
se O O
chamava O O
o O O
presidente PESSOA PESSOA
do PESSOA PESSOA
Burundi PESSOA PESSOA
que O O
morreu O O
em TEMPO TEMPO
1994 TEMPO TEMPO
? O O
Em O O
que O O
dia O O
foi O O
promulgada O O
a O O
constituição O O
espanhola O O
de TEMPO TEMPO
1812 TEMPO TEMPO
? O O
Quem O O
foi O O
o O O
capitão O O
do O O
Real PESSOA PESSOA
Sociedad PESSOA PESSOA
entre TEMPO TEMPO
1974 TEMPO TEMPO
e TEMPO TEMPO
1989 TEMPO TEMPO
? O O
Em O O
que O O
cidade O O
se O O
disputou O O
a O O
final O O
da O O
Taça ACONTECIMENTO ACONTECIMENTO
da ACONTECIMENTO O
Europa ACONTECIMENTO ORGANIZACAO
de ACONTECIMENTO O
Basquete ACONTECIMENTO LOCAL
de TEMPO TEMPO
1996 TEMPO TEMPO
? O O
Que O O
grupo O O
terrorista O O
cometeu O O
um O O
atentado O O
durante O O
os O O
Jogos ACONTECIMENTO PESSOA
Olímpicos ACONTECIMENTO PESSOA
de O PESSOA
Munique LOCAL PESSOA
? O O
Que O O
partido O O
político O O
governou O O
a O O
Espanha LOCAL ORGANIZACAO
de TEMPO TEMPO
28 TEMPO TEMPO
de TEMPO TEMPO
Outubro TEMPO TEMPO
de TEMPO TEMPO
1982 TEMPO TEMPO
a TEMPO TEMPO
3 TEMPO TEMPO
de TEMPO TEMPO
Março TEMPO TEMPO
de TEMPO TEMPO
1996 TEMPO TEMPO
? O O
Que O O
farda O O
tinha O O
vestida O O
o O O
Rei PESSOA PESSOA
quando O O
apareceu O O
na O O
televisão O O
após O O
o O O
golpe O O
de O O
estado O O
de O O
Tejero PESSOA LOCAL
? O O
O O O
que O O
é O O
que O O
Leonardo PESSOA PESSOA
da PESSOA PESSOA
Vinci PESSOA PESSOA
desenhou O O
em TEMPO TEMPO
1492 TEMPO TEMPO
? O O
O O O
que O O
é O O
que O O
Antonio PESSOA PESSOA
Rebollo PESSOA PESSOA
usou O O
para O O
acender O O
a O O
Chama COISA ACONTECIMENTO
Olímpica COISA ACONTECIMENTO
nos O ACONTECIMENTO
Jogos ACONTECIMENTO ACONTECIMENTO
Olímpicos ACONTECIMENTO ACONTECIMENTO
de O O
Barcelona LOCAL LOCAL
? O O
Que O O
programa O O
de O O
televisão O O
apresentou O O
Takeshi PESSOA PESSOA
Kitano PESSOA PESSOA
de TEMPO TEMPO
1986 TEMPO TEMPO
a TEMPO TEMPO
1989 TEMPO TEMPO
? O O
Que O O
presente O O
é O O
que O O
Nova LOCAL PESSOA
Iorque LOCAL PESSOA
recebeu O O
para O O
comemorar O O
o O O
centenário O O
da O O
indepêndencia O O
dos O O
Estados LOCAL LOCAL
Unidos LOCAL LOCAL
? O O
Qual O O
foi O O
a O O
distribuidora O O
do O O
filme O O
`` O O
O OBRA O
Planeta OBRA OBRA
dos OBRA OBRA
Macacos OBRA OBRA
'' O O
que O O
estreou O O
em TEMPO TEMPO
1968 TEMPO TEMPO
? O O
Que O O
velocidade O O
atingiu O O
Louis PESSOA PESSOA
Blériot PESSOA PESSOA
a TEMPO TEMPO
25 TEMPO TEMPO
de TEMPO TEMPO
Julho TEMPO TEMPO
de TEMPO TEMPO
1909 TEMPO TEMPO
? O O
Quantos O O
quilos O O
de O O
anchova O O
apanhou O O
a O O
frota O O
do O O
Cantábrico LOCAL LOCAL
em TEMPO TEMPO
1994 TEMPO TEMPO
? O O
Quais O O
são O O
as O O
ilhas O O
cuja O O
posse O O
a O O
Argentina ORGANIZACAO LOCAL
disputou O O
ao O O
Reino ORGANIZACAO ORGANIZACAO
Unido ORGANIZACAO ORGANIZACAO
de TEMPO TEMPO
2 TEMPO TEMPO
de TEMPO TEMPO
Abril TEMPO TEMPO
a TEMPO TEMPO
14 TEMPO TEMPO
de TEMPO TEMPO
Junho TEMPO TEMPO
de TEMPO TEMPO
1982 TEMPO TEMPO
? O O
Onde O O
se O O
disputaram O O
os O O
Jogos ACONTECIMENTO PESSOA
Mediterrânicos ACONTECIMENTO PESSOA
de TEMPO TEMPO
1997 TEMPO TEMPO
? O O
Que O O
navio O O
é O O
que O O
James PESSOA PESSOA
Cook PESSOA PESSOA
comandou O O
de TEMPO TEMPO
1768 TEMPO TEMPO
a TEMPO TEMPO
1769 TEMPO TEMPO
? O O
Quem O O
é O O
o O O
actor O O
principal O O
do O O
filme O O
`` O O
Tarzan OBRA ABSTRACCAO
, OBRA O
o OBRA O
Homem-Macaco OBRA ABSTRACCAO
'' O O
? O O
Quanto O O
recordes O O
mundiais O O
é O O
que O O
ele O O
bateu O O
? O O
Quem O O
ganhou O O
o O O
Óscar OUTRO PESSOA
Honorário OUTRO PESSOA
em TEMPO TEMPO
2007 TEMPO TEMPO
? O O
Quem O O
roubou O O
as O O
jóias O O
de O O
Bianca PESSOA LOCAL
Castafiore PESSOA LOCAL
? O O
Em O O
que O O
país O O
fica O O
o O O
Lago LOCAL PESSOA
dos LOCAL O
Cisnes LOCAL PESSOA
? O O
Em O O
que O O
ano O O
morreu O O
o O O
Capitão PESSOA PESSOA
América PESSOA PESSOA
? O O
Qual O O
é O O
a O O
capital O O
da O O
Terra LOCAL LOCAL
do LOCAL LOCAL
Nunca LOCAL LOCAL
? O O
Como O O
se O O
chama O O
a O O
mulher O O
de O O
Bill PESSOA PESSOA
Gates PESSOA PESSOA
? O O
Em O O
que O O
universidade O O
é O O
que O O
ele O O
estudava O O
quando O O
criou O O
a O O
Microsoft ORGANIZACAO LOCAL
? O O
Qual O O
o O O
orçamento O O
dessa O O
universidade O O
para TEMPO TEMPO
2005 TEMPO TEMPO
? O O
Em O TEMPO
que O TEMPO
ano O TEMPO
foi O O
fundada O O
? O O
Que O O
avião O O
supersónico O O
teve O O
os O O
seus O O
últimos O O
voos O O
comerciais O O
em TEMPO TEMPO
Maio TEMPO TEMPO
de TEMPO TEMPO
2003 TEMPO TEMPO
? O O
Quantos O O
passageiros O O
conseguia O O
transportar O O
esse O O
modelo O O
de O O
avião O O
? O O
Qual O O
a O O
capacidade O O
do O O
Estádio LOCAL PESSOA
Santiago LOCAL PESSOA
Bernabéu LOCAL PESSOA
nos TEMPO TEMPO
anos TEMPO TEMPO
80 TEMPO TEMPO
? O TEMPO
Quem O O
é O O
o O O
dono O O
do O O
estádio O O
? O O
Quanto O O
dinheiro O O
foi O O
gasto O O
na O O
sua O O
ampliação O O
entre TEMPO TEMPO
2001 TEMPO TEMPO
e TEMPO TEMPO
2006 TEMPO TEMPO
? O O
Quantas O O
bombas O O
foram O O
lançadas O O
sobre O O
Dresda LOCAL PESSOA
a TEMPO TEMPO
14 TEMPO TEMPO
de TEMPO TEMPO
Fevereiro TEMPO TEMPO
de TEMPO TEMPO
1945 TEMPO TEMPO
? O O
Quanto O O
pesavam O O
as O O
bombas O O
largadas O O
sobre O O
esta O O
cidade O O
a TEMPO TEMPO
7 TEMPO TEMPO
de TEMPO TEMPO
Outubro TEMPO TEMPO
de TEMPO TEMPO
1944 TEMPO TEMPO
? O O
Que O O
organismo O O
dirigiu O O
Alan PESSOA PESSOA
Turing PESSOA PESSOA
durante O O
a O O
Segunda ACONTECIMENTO ACONTECIMENTO
Guerra ACONTECIMENTO ACONTECIMENTO
Mundial ACONTECIMENTO ACONTECIMENTO
? O O
Quem O O
era O O
o O O
czar O PESSOA
da O PESSOA
Rússia O PESSOA
durante O O
a O O
Segunda ACONTECIMENTO ACONTECIMENTO
Grande ACONTECIMENTO ACONTECIMENTO
Guerra ACONTECIMENTO ACONTECIMENTO
? O ACONTECIMENTO
Quantos O O
pontos O O
marcou O O
a O O
Jugoslávia PESSOA PESSOA
na O O
final O O
do O O
Mundial ACONTECIMENTO ACONTECIMENTO
de ACONTECIMENTO ACONTECIMENTO
Basquetebol ACONTECIMENTO ACONTECIMENTO
de TEMPO TEMPO
1990 TEMPO TEMPO
